Systematic Name,TPM Glucose,TPM YEP,TPM Galactose,TPM Glucose_2,TPM YEP_2,TPM Galactose_2
YEL077W-A,6.37E-08,1.38789,0.442358,0.376064,0.125927,2.93278
YER001W,37.5933,22.4502,21.3672,36.757,16.1682,17.1867
YER002W,164.739,95.4044,100.273,147.59,83.9464,91.2524
YER003C,72.8409,68.0933,65.5279,79.83,73.6506,54.3319
YER004W,47.2719,86.5689,47.3475,45.0777,86.402,58.1447
YER005W,14.2437,10.6603,11.2003,14.4059,11.8208,14.5901
YER006C-A,5.91332,3.17594,2.61627,2.89582,1.9119,2.57402
YER006W,110.514,72.6716,74.2599,99.8615,54.4669,74.8283
YER007C-A,125.571,68.2999,79.1142,119.503,66.2078,91.2577
YER007W,4.1355,5.4239,5.02161,4.59004,6.49183,6.17983
YER008C,6.62761,5.93446,5.51501,8.48601,6.67988,8.24635
YER009W,592.28,406.76,407.322,596.293,378.434,429.182
YER010C,16.9225,25.9433,19.6895,16.9688,28.0927,24.45
YER011W,4.41565,1.13972,1.08262,5.74903,1.43589,2.38928
YER012W,118.886,111.333,95.5786,140.577,136.301,124.71
YER013W,4.04134,3.55471,3.29922,3.77249,4.06759,3.90068
YER014C-A,3.12544,6.00508,3.12764,1.60043,3.69908,2.22053
YER014W,6.20078,7.74698,6.24699,8.0537,10.5935,8.5917
YER015W,2.75621,11.2813,3.67478,2.92747,11.5741,4.794
YER016W,27.1151,18.7256,20.4344,27.7056,20.7806,23.679
YER017C,13.3124,25.2645,20.6781,16.0282,29.3033,23.4206
YER018C,12.4065,22.6537,15.9539,10.7984,18.4752,17.8592
YER019C-A,334.032,272.38,263.561,305.916,233.256,274.797
YER019W,17.2573,13.4226,13.872,17.4486,11.9037,16.8527
YER020W,15.6779,23.3209,14.2339,24.5683,29.795,25.0614
YER021W,53.5346,52.4676,46.1052,58.2055,65.8568,62.4832
YER022W,9.75315,8.10106,7.95071,10.1839,9.91834,9.95113
YER023C-A,287.894,286.537,248.57,264.539,287.474,254.833
YER023W,96.0555,91.5393,71.3046,93.1376,97.206,84.1519
YER024W,3.22324,20.8345,6.97138,3.45804,35.3565,5.35312
YER025W,115.667,77.2487,82.1398,123.115,76.3894,94.1749
YER026C,61.6532,124.668,81.8106,56.4124,117.734,95.6669
YER027C,21.3023,15.5704,16.6777,22.7494,19.7948,20.9252
YER028C,5.60726,1.9671,1.52335,6.04424,2.03234,1.66828
YER029C,37.2748,43.2684,37.3563,33.3562,40.7926,33.5108
YER030W,69.3523,109.142,78.1413,69.1033,119.948,82.8282
YER031C,84.0566,74.5098,70.7434,81.3357,82.5834,78.2786
YER032W,6.86993,6.89023,6.2466,7.03731,8.44059,8.34961
YER033C,1.69142,2.6395,1.71155,1.75336,2.95772,2.5672
YER034W,17.5463,12.6183,12.1305,17.2089,12.6782,14.728
YER035W,25.0265,37.4386,28.5986,35.136,36.335,36.8028
YER036C,155.239,69.4928,85.057,153.819,63.1981,101.62
YER037W,40.9671,24.16,20.6242,50.3507,32.0656,29.9376
YER038C,7.30946,5.60091,5.54926,7.26412,6.56156,6.9161
YER038W-A,1.30187,3.96003,2.68186,1.94096,3.79022,2.02588
YER039C,2.71159,4.24524,2.60089,1.99356,4.68288,3.79768
YER039C-A,11.3206,18.9644,12.9767,10.5279,19.9287,14.3721
YER040W,5.06208,5.53925,4.50006,4.44708,5.21874,4.50264
YER041W,4.38446,5.51787,4.70979,5.12334,7.04023,8.041
YER042W,97.5844,51.4242,55.8118,104.787,43.6775,47.0027
YER043C,434.263,338.787,343.9,436.904,287.443,375.437
YER044C,141.447,117.189,96.2879,164.453,126.358,135.175
YER044C-A,1.66661,1.1959,0.628946,1.4701,1.26773,1.07056
YER045C,8.3179,8.13045,4.78652,9.01409,5.68297,7.82149
YER046W,9.00024,20.9557,15.5014,9.29679,16.7458,21.8431
YER046W-A,2.37507,5.06616,3.33477,1.06568,2.71459,1.96917
YER047C,4.86278,6.60362,5.91939,4.95927,7.15345,7.49133
YER048C,42.4211,37.8693,33.9154,42.8049,44.1527,39.2655
YER048W-A,163.188,141.261,124.754,150.966,158.413,146.607
YER049W,69.4783,25.9946,34.2846,72.1728,23.0509,40.1677
YER050C,66.7549,138.232,116.145,61.4973,169.484,109.086
YER051W,4.5382,5.78447,4.96253,5.02495,6.89272,6.86151
YER052C,69.1829,36.7258,44.7086,85.137,37.1256,53.1194
YER053C,18.9779,16.5136,24.4217,50.4193,34.9986,72.4495
YER053C-A,19.7472,20.4689,13.6597,37.9311,33.5382,30.5823
YER054C,0.740313,2.9151,0.99903,0.902572,4.19832,3.97926
YER055C,282.19,78.4294,113.424,257.899,63.6108,88.8326
YER056C,140.537,111.535,136.093,140.208,90.3316,137.275
YER056C-A,1401.11,740.495,896.179,1436.27,637.725,957.935
YER057C,212.892,244.822,185.948,197.585,203.939,211.198
YER058W,23.645,89.8466,78.5848,21.8173,132.96,71.6845
YER059W,11.5056,11.7444,11.6747,13,14.2377,15.7817
YER060W,12.0649,6.48272,5.74242,13.4152,4.43489,6.10894
YER060W-A,2.97964,3.599,2.91833,3.10949,4.10168,3.39053
YER061C,7.95396,8.0805,6.48389,7.85965,8.79302,7.98225
YER062C,13.4112,25.555,22.4066,12.1142,22.8374,37.2508
YER063W,45.7697,66.705,50.0384,41.3853,84.3256,76.0601
YER064C,24.6679,39.1272,33.7321,18.2717,34,30.7253
YER065C,5.70304,51.0499,12.1907,5.77794,179.203,9.73127
YER066C-A,2.41887,16.5363,14.7775,3.50892,31.2055,55.7548
YER066W,3.12464,6.74594,4.76447,3.61065,6.60936,7.55668
YER067C-A,4.62852,66.7629,40.9177,5.49769,102.811,189.459
YER067W,2.65183,39.4857,25.801,4.46252,74.4332,123.109
YER068C-A,3.83224,1.00628,1.36818,8.28408,1.17811,2.17277
YER068W,19.117,17.7393,15.5999,17.341,16.8948,15.3914
YER069W,14.8416,10.959,7.82258,16.494,7.30642,7.41137
YER070W,48.5065,46.3572,51.5314,46.0013,39.5008,54.0686
YER071C,27.2207,28.8181,23.9834,27.4575,29.8163,26.4857
YER072W,1068.2,624.932,789.518,959.985,537.659,660.707
YER073W,88.9851,80.8813,88.5594,136.441,67.245,142.066
YER074W,2334.18,1218.22,1449.14,2350.03,1048.45,1463.07
YER074W-A,156.237,168.666,138.398,141.586,143.976,137.793
YER075C,5.13942,7.32539,5.60758,4.84413,5.94612,6.26449
YER076C,6.32483,7.2277,5.79512,6.85643,6.34087,6.34373
YER076W-A,7.20617,8.00645,6.16949,8.00376,8.5546,8.20593
YER077C,8.78513,14.6304,10.0808,8.6445,15.4813,10.451
YER078C,7.93242,9.16292,8.67635,8.99197,11.5909,9.92143
YER078W-A,0.156822,0.149917,0.0499345,0.186748,0.223667,0.0561958
YER079C-A,8.10785,11.8743,8.83255,19.1282,22.6578,18.7045
YER079W,5.75649,20.8133,9.00141,9.59242,29.4102,20.1785
YER080W,19.0671,25.8755,19.902,26.9822,34.6316,32.2124
YER081W,28.8605,31.0727,48.043,17.5469,20.632,64.979
YER082C,43.071,27.1499,30.7334,38.3266,23.3748,28.1539
YER083C,36.0316,38.0333,32.8597,37.0608,31.9264,41.8278
YER084W,0.870817,1.70458,1.54485,1.67893,1.27748,1.96145
YER084W-A,0.283008,0.241272,0,0,0.225466,0
YER085C,0.177053,0.221802,0.336294,0.389285,0.275385,0.27033
YER086W,63.9973,47.5705,45.6128,74.3598,40.8428,51.6608
YER087C-A,5.97244,12.6741,8.71577,5.44872,8.80559,8.1743
YER087C-B,558.545,351.49,355.345,545.544,338.788,409.041
YER087W,4.19991,7.98859,7.49822,5.66585,13.5636,10.1874
YER088C,16.8248,19.7413,22.3231,19.4278,12.6652,30.3853
YER088C-A,31.9431,34.1583,23.5388,25.4089,24.1189,22.1382
YER088W-B,2.41409,3.89826,2.68659,2.46583,1.57684,2.96654
YER089C,48.2783,39.6797,39.494,44.2943,35.4348,45.1931
YER090C-A,0,0,0,0,0,0
YER090W,58.9081,40.7918,39.2602,59.4427,41.0043,43.2041
YER091C,174.755,78.3877,71.3301,206.196,84.6922,62.9382
YER091C-A,0.90264,0.575261,0,0.71659,0.514954,0.646905
YER092W,33.6124,46.9035,30.5554,32.0005,47.3274,37.2756
YER093C,4.22351,4.44539,4.28782,4.53138,4.94818,4.88858
YER093C-A,12.3873,37.0166,26.4706,9.61552,42.1816,26.3176
YER094C,107.216,88.4081,78.2817,118.598,93.4815,98.2146
YER095W,18.9393,31.5081,20.5577,15.3064,27.0805,18.0919
YER096W,1.79798,5.08063,1.6539,1.76724,7.95628,1.909
YER097W,1.11385,1.69277,1.30954,1.08833,3.37278,4.72826
YER098W,2.32584,5.00417,3.76017,2.53085,5.74628,5.9741
YER099C,38.2814,32.5259,30.2774,35.3285,29.9984,30.868
YER100W,54.9971,50.8946,41.5692,54.0576,47.5522,50.0284
YER101C,5.08687,9.85897,6.47893,5.96537,12.9267,9.12248
YER102W,1652.24,780.131,936.761,1597.59,663.913,1006.17
YER103W,8.87167,5.26293,4.90585,5.27056,5.82045,6.69725
YER104W,6.67108,9.34971,7.06216,6.0297,8.35305,6.72656
YER105C,12.3746,9.6193,9.29254,12.5556,10.2377,12.3159
YER106W,0.283569,0.282377,0.259591,0.196981,0.384216,0.393755
YER107C,26.3509,17.6211,19.5258,24.4778,17.9164,20.0873
YER107W-A,30.0892,20.3827,24.665,36.5907,24.4429,28.7375
YER109C,5.28931,5.49075,5.65355,4.97139,5.17434,6.94275
YER110C,64.5624,34.8898,43.6003,75.2913,31.0851,51.7965
YER111C,4.26953,3.98852,3.48632,3.89263,4.16029,4.3717
YER112W,74.5018,66.9485,57.8455,68.4831,66.7933,63.726
YER113C,10.7327,8.0034,8.94347,12.7781,9.78686,11.5737
YER114C,11.3338,8.74675,8.76534,11.4538,8.89029,11.8455
YER115C,28.0266,26.5847,22.1441,26.9843,21.9013,25.6915
YER116C,9.85359,10.6705,8.32847,10.3188,11.7228,11.7554
YER117W,1529.69,856.788,966.31,1541.41,689.801,937.89
YER118C,23.1063,18.7461,17.093,24.6063,18.4326,18.6549
YER119C,5.77108,10.7092,6.49683,6.30514,13.0684,9.6613
YER119C-A,36.6208,32.2742,31.6141,36.207,32.2998,31.093
YER120W,164.299,143.621,130.219,154.615,132.89,146.736
YER121W,2.10435,14.8517,5.85677,2.4131,21.5205,7.59659
YER122C,67.39,49.8522,49.745,67.3811,56.5669,63.4402
YER123W,14.0963,11.6593,12.2112,14.2589,13.0119,14.6457
YER124C,37.1449,36.9574,52.6817,38.6881,40.2917,75.2421
YER125W,29.7783,25.3809,25.6143,33.4781,30.7372,36.6443
YER126C,130.892,80.6882,84.3329,105.605,64.8482,76.6378
YER127W,50.5949,26.6248,29.5138,36.6892,22.3492,19.7775
YER128W,12.6988,15.4625,13.2055,12.2874,17.8133,15.6323
YER129W,9.97607,7.31431,7.50907,9.83816,8.0169,8.89856
YER130C,22.3972,8.05233,11.6906,54.5448,9.47431,19.8394
YER131W,2347.11,1025.53,1351.68,2201.37,765.626,1257.31
YER132C,4.26341,2.28237,2.61618,3.8393,1.8035,2.89132
YER133W,120.901,105.454,97.4501,129.795,131.013,138.438
YER133W-A,35.0488,26.8202,30.7644,34.9097,32.3571,47.2457
YER134C,20.7956,19.5726,20.2383,23.8127,23.2653,31.2735
YER135C,0.302286,0.924719,0.462011,0.335971,1.27615,0.909899
YER136W,48.8934,47.7141,36.7719,56.4694,56.4643,54.4128
YER137C,10.6487,7.46542,8.8799,7.98453,7.83929,8.75563
YER137C-A,0,5.30E-10,0,1.07E-10,7.52E-11,2.42E-10
YER137W-A,6.66426,7.22947,7.27639,6.52364,5.30967,7.66123
YER138C,209.197,85.7007,102.967,207.219,78.1095,141.361
YER138W-A,26.7201,21.39,18.5169,24.5248,14.7274,22.3219
YER139C,9.07196,8.42609,6.67998,7.73404,10.4099,8.21947
YER140W,8.20322,7.11802,6.56043,7.91675,7.19301,7.71863
YER141W,20.4059,45.5877,37.1021,22.2327,59.9865,32.3373
YER142C,4.19753,12.9124,6.70013,5.71259,15.6432,11.1867
YER143W,12.5875,27.6534,18.1589,16.1297,32.7349,23.6243
YER144C,8.58093,10.9485,9.22907,12.363,11.6929,15.3848
YER145C,39.4255,119.097,147.2,50.3741,111.734,135.701
YER145C-A,15.7129,11.9686,13.0116,17.3944,9.52678,21.2892
YER146W,106.573,59.8832,75.1109,118.206,54.4406,99.2349
YER147C,5.44671,6.90845,5.53814,4.83276,5.93178,6.94876
YER147C-A,113.029,60.2459,71.0331,114.509,67.3636,79.9335
YER148W,93.1851,56.6095,60.8222,87.069,54.4705,63.3722
YER148W-A,6.24845,4.5247,4.5384,3.25924,2.41357,2.73685
YER149C,11.6108,8.13511,8.5939,11.6078,8.81908,10.7173
YER150W,6.17927,19.0444,6.825,23.0717,10.9889,28.5781
YER151C,18.7902,12.8094,15.1653,21.457,12.5362,17.8673
YER152C,17.4474,23.3639,20.4592,15.5291,19.8789,23.223
YER152W-A,4.30546,2.22915,4.62746,3.72605,4.71156,5.35893
YER153C,4.2611,4.01014,5.20222,4.7149,4.64776,6.72479
YER154W,28.4758,42.708,48.3553,30.245,50.2625,55.6248
YER155C,12.4387,8.47615,8.3434,12.9993,8.99957,11.3012
YER156C,113.384,61.7324,73.9659,100.284,60.0609,32.1433
YER157W,9.36498,6.93474,7.65834,11.3734,8.00741,10.5297
YER158C,4.2679,7.42782,4.60284,6.34374,7.05572,6.96474
YER158W-A,160.492,196.49,166.28,139.53,168.057,192.407
YER159C,86.8917,110.663,81.808,83.0469,103.085,105.416
YER159C-A,3.28533,6.41125,2.98015,0.0466815,3.68343,3.12432
YER160C,6.09486,1.13157,1.95688,5.21745,3.75709,3.22699
YER161C,26.2215,22.9429,22.445,25.9711,25.7931,26.6339
YER162C,3.18794,4.87373,3.30595,3.27928,5.53752,4.35612
YER163C,12.291,18.6156,13.9908,13.7475,21.3623,16.5118
YER164W,10.9641,7.56284,8.87058,11.6413,8.08104,12.1869
YER165C-A,2.94225,3.71725,2.7446,4.78459,6.20794,6.10292
YER165W,268.749,212.573,199.288,314.191,192.077,260.918
YER166W,7.50127,10.9256,8.47655,7.22642,9.73389,9.76247
YER167W,10.4722,8.91143,8.19413,12.1897,10.2843,10.8912
YER168C,15.5307,9.60461,10.144,15.4629,11.329,12.9698
YER169W,9.00736,6.87366,8.1796,8.66917,7.38767,12.194
YER170W,8.97093,21.6628,16.8251,8.9332,31.6836,19.3994
YER171W,15.0542,10.0106,11.053,13.936,11.1057,12.1081
YER172C,5.43705,4.61445,4.85372,5.3788,4.82285,5.92059
YER172C-A,2.11503,1.84529,1.16417,3.23139,2.36692,2.9748
YER173W,4.8201,4.27055,3.84949,4.2399,5.32458,4.35656
YER174C,32.6937,24.4693,21.1018,35.3209,32.6171,14.1253
YER175C,9.16954,18.1262,16.387,10.1144,21.109,30.5304
YER175W-A,4.46944,2.79844,2.24705,3.98395,3.355,3.03457
YER176W,11.1557,6.65687,7.03188,13.3038,7.83262,9.47887
YER177W,362.943,345.555,325.863,400.191,384.025,422.951
YER178W,132.004,160.535,109.086,133.799,178.805,150.051
YER179W,1.59765,6.8379,3.19194,1.77817,5.08449,5.1862
YER180C,18.5477,12.1768,13.2882,12.7198,9.81378,11.735
YER180C-A,36.8483,17.7433,25.8648,29.7733,17.1912,30.8686
YER181C,0,0.22746,0.056822,0.0708354,0.356324,0.255788
YER182W,17.5219,59.1119,39.2399,18.8797,92.5546,25.5822
YER183C,26.4136,26.1796,23.762,29.3075,27.2629,29.0343
YER184C,3.06145,2.90795,2.37166,4.31145,3.19196,2.67745
YER185W,1.46499,2.33976,1.13528,2.32607,2.10454,0.923436
YER186C,22.0745,26.1364,26.0167,23.5876,30.101,27.8544
YER187W,3.56184,4.87381,3.03549,3.90885,2.71932,3.30349
YER188C-A,1.49694,1.52892,1.02139,1.27328,0.942919,0.842937
YER188W,3.46763,2.25568,1.93415,5.44882,1.80091,2.36521
YER189W,4.87845,3.98248,4.12222,5.26208,4.54192,6.52371
YER190C-A,2.7693,3.2596,2.48199,3.6708,4.31259,5.80343
YER190C-B,0,0,0,0,0,0
YER190W,0.39437,0.535814,0.588525,0.717553,0.765953,0.853612
YFL001W,19.598,13.7591,16.1273,18.3987,14.2357,16.3596
YFL002C,24.3392,18.1781,18.8317,25.8342,19.5583,23.864
YFL002W-A,18.4713,12.1242,7.07914,25.977,13.7907,14.7292
YFL002W-B,0,0,0.473165,1.09389,1.13E-06,0.547173
YFL003C,0.889543,0.768185,0.57319,0.86916,0.699664,0.769549
YFL004W,51.3085,28.8804,32.2107,48.0135,29.7543,33.1561
YFL005W,88.8546,92.5104,75.2595,85.9139,102.201,90.4495
YFL007W,8.89076,8.83616,6.82273,8.23267,8.95919,7.59519
YFL008W,6.8849,5.48359,5.78321,6.59888,5.76094,5.73457
YFL009W,11.1446,9.19901,8.78759,11.0495,9.97211,11.946
YFL010C,78.0024,72.6968,58.6608,72.0976,64.431,64.7791
YFL010W-A,105.058,94.0285,82.4919,89.2538,79.1512,81.9867
YFL011W,0.106193,0.637299,1.7583,0.168609,0.373594,6.76713
YFL012W,1.68964,0.584563,0.737838,0.919802,0.743608,0.968748
YFL012W-A,2.07806,2.1713,2.30244,3.80034,4.22805,2.87428
YFL013C,9.86031,10.5933,9.26525,13.4097,14.8827,14.9913
YFL013W-A,10.2152,11.4165,8.65594,8.0178,8.49899,8.92144
YFL014W,4.71246,1606.71,79.2272,5.37364,1963.4,124.102
YFL015C,0.0818851,0.574048,0.15644,0.116058,0.256934,0.234742
YFL015W-A,0.093078,0,0.0592748,0.0317281,0.106201,0
YFL016C,17.6763,30.4236,27.7716,23.6001,42.1538,29.3475
YFL017C,31.7643,41.7201,38.3492,30.5063,38.9648,41.0939
YFL017W-A,81.3908,74.9583,87.1856,69.4702,59.9874,80.079
YFL018C,55.7767,132.757,113.808,58.3145,165.26,114.56
YFL019C,0.739305,3.34528,1.45951,0.352153,4.30207,2.43729
YFL020C,1.32757,4.68687,2.38503,2.16234,3.84589,3.85533
YFL021C-A,0.913448,0.54993,0.925406,1.50295,0.73624,1.59304
YFL021W,42.3994,25.4787,28.5334,40.6907,22.2279,31.5755
YFL022C,130.301,75.2479,81.8665,139.743,67.7413,93.2726
YFL023W,15.0142,8.01803,8.73459,13.15,7.00728,7.86385
YFL024C,8.30364,7.7123,7.31939,7.94241,8.49451,9.18038
YFL025C,5.39114,5.68766,4.50311,5.57485,5.48441,5.09642
YFL026W,125.012,47.4351,57.3129,112.78,59.6956,74.6599
YFL027C,11.4522,7.25471,7.36828,10.4195,8.04894,8.56014
YFL028C,19.5846,21.4906,19.9958,20.3193,20.3699,22.1006
YFL029C,9.95433,13.8608,11.3378,10.4704,15.5096,13.8585
YFL030W,2.2334,90.5732,30.3983,2.31861,131.84,26.2352
YFL031C-A,59.6156,47.694,48.7889,74.2139,31.3331,65.6334
YFL031W,143.952,104.968,128.167,205.594,89.2168,179.311
YFL032W,0.728893,0.46453,0.69627,0.867983,0.311873,0.457085
YFL033C,3.50357,4.86695,3.32521,3.79516,5.13248,4.30564
YFL034C-A,311.938,246.538,223.542,296.619,223.217,242.056
YFL034C-B,23.817,21.0288,19.329,26.1202,23.3283,17.394
YFL034W,4.58331,4.3029,4.08304,5.08662,5.22225,5.4025
YFL036W,6.75424,14.4959,14.1471,7.39405,17.1417,15.5623
YFL037W,107.162,81.4536,77.8138,113.988,79.5357,99.5202
YFL038C,177.208,196.062,165.529,169.102,205.265,191.886
YFL039C,626.783,568.151,487.276,625.262,621.062,625.583
YFL040W,0.680939,1.75301,1.0784,0.725523,1.75324,1.509
YFL041W,8.65075,21.3649,13.8847,10.4291,20.4397,27.6359
YFL041W-A,37.8183,81.1856,54.5054,50.5655,78.3522,114.834
YFL042C,4.63267,10.7691,6.20841,6.15934,12.7428,14.456
YFL044C,13.97,21.243,14.0871,17.3069,25.4832,21.4908
YFL045C,413.834,265.837,291.901,414.123,248.536,330.053
YFL046W,22.067,24.7548,21.3293,23.5659,27.318,18.5029
YFL047W,10.9504,9.52458,9.40425,10.7152,11.905,9.36192
YFL048C,17.3919,19.55,13.9121,21.0208,22.3404,18.3606
YFL049W,9.6518,10.8997,7.88393,8.89396,12.9222,11.6602
YFL050C,4.02487,3.83731,3.33622,4.36887,4.82935,4.50855
YFL051C,1.70235,7.26898,7.77845,1.28389,4.05469,13.2069
YFL052W,0.520061,4.26137,5.71133,0.606662,4.01444,14.6197
YFL053W,1.02077,2.06006,1.27431,1.49854,1.46049,2.20631
YFL054C,1.63008,9.20005,4.25053,2.08104,6.4678,7.02001
YFL055W,1.49416,2.90626,1.83154,1.41931,3.93193,2.84111
YFL056C,7.87521,8.18032,7.44088,9.37799,9.0201,10.045
YFL057C,9.45463,13.6142,9.57898,9.95959,11.4651,11.7015
YFL058W,0.32915,3.26435,0.896336,0.376156,3.07709,1.14212
YFL059W,3.33873,22.4892,14.6471,3.36887,25.0863,10.6161
YFL060C,4.44765,12.1726,8.15914,6.13206,12.5303,8.65603
YFL061W,2.29922,7.84146,3.01574,3.62726,8.4648,4.8891
YFL062W,2.08535,2.48727,1.44163,3.15212,2.7297,2.58946
YFL063W,0.331769,0.312438,0.273778,0.36976,0.191012,0.370049
YFL064C,1.94007,1.43268,2.10785,2.58403,2.44635,3.45066
YFL065C,3.31827,3.12243,4.47623,4.33773,5.01526,5.83817
YFL066C,18.6737,15.4778,21.5509,26.9929,34.3395,44.0223
YFL067W,14.7995,20.2197,19.4264,19.8557,26.5467,31.9349
YFL068W,9.47828,12.295,11.2887,8.75259,13.6363,13.4335
YFR001W,121.812,92.4583,91.8783,105.02,77.5513,87.853
YFR002W,20.8243,15.4905,15.3099,20.4457,15.6448,16.4771
YFR003C,24.2193,28.1314,21.8666,32.1284,34.5809,32.822
YFR004W,60.2255,63.5408,50.4567,70.3337,73.1634,63.1192
YFR005C,17.5126,9.1702,12.7044,17.6139,12.2216,14.1069
YFR006W,26.935,42.3234,39.1722,29.498,56.4138,39.1656
YFR007W,6.90116,9.39398,10.3666,7.52596,13.5667,12.7901
YFR008W,6.28265,10.0401,6.68271,6.87554,12.2916,9.5579
YFR009W,32.6841,20.8546,22.6176,31.9426,21.3499,24.9764
YFR009W-A,38.8835,25.3823,27.9647,32.0244,18.4514,30.6575
YFR010W,31.7325,31.8394,27.9546,36.5438,39.8887,37.2436
YFR010W-A,393.216,1358.22,941.697,343.928,1487.51,865.614
YFR011C,35.0202,145.671,104.841,38.6597,180.408,108.56
YFR012W,1.02299,0.99712,1.05385,1.2182,1.32171,0.819413
YFR012W-A,0.743554,1.42162,0.757627,0.708354,0.93323,1.27894
YFR013W,13.9622,9.72091,10.1472,14.3373,11.3333,13.0449
YFR014C,9.96504,24.3105,19.2508,10.7396,31.2009,34.033
YFR015C,1.44123,8.49938,5.47306,1.94034,12.7614,39.4597
YFR016C,6.44331,7.48711,6.74009,8.26022,10.465,10.4304
YFR017C,1.01225,25.6233,16.5388,1.3812,30.9136,66.3344
YFR018C,13.9581,17.1953,13.7621,14.4561,16.492,17.2751
YFR019W,2.56493,3.74879,2.66802,3.0113,4.48647,3.85209
YFR020W,8.18568,5.66079,5.24456,10.0736,5.67769,7.95278
YFR021W,8.51123,6.72586,6.88259,8.92905,7.06881,7.98371
YFR022W,3.35757,2.55147,2.25631,3.99066,2.8714,3.17174
YFR023W,0.249856,0.5623,0.33812,0.303733,0.565713,0.531605
YFR024C-A,26.1666,38.2886,27.839,30.7706,47.3158,52.4762
YFR025C,18.4314,19.3553,19.0028,17.3457,22.4279,24.2042
YFR026C,2.97062,4.43409,3.73377,2.88585,3.76855,3.24951
YFR027W,4.40313,5.06839,2.53229,3.14139,4.73623,2.05742
YFR028C,21.0317,14.3974,15.9819,17.9832,15.8114,15.5062
YFR029W,4.76987,6.31497,4.71825,4.41692,5.45431,5.48952
YFR030W,13.998,9.91195,10.3574,15.4155,11.2391,9.32296
YFR031C,6.49997,6.40788,5.63448,6.65436,7.32565,7.89008
YFR031C-A,939.006,437.299,540.463,967.79,365.936,591.97
YFR032C,0.842551,0.238652,0.274242,0.906713,0.106816,0.241536
YFR032C-A,206695,109260,135782,200862,91959.9,129414
YFR032C-B,9.74144,9.70048,8.14226,8.2169,7.46784,6.87241
YFR033C,161.552,524.315,495.906,153.098,700.137,305.076
YFR034C,16.5979,21.3187,15.8821,14.3931,20.2686,18.3006
YFR034W-A,2.53878,1.28645,1.42655,4.22651,2.20585,1.85962
YFR035C,18.2853,38.3458,24.4757,16.7152,30.3432,22.1273
YFR036W,22.3112,18.1315,18.5382,22.848,18.0383,18.3554
YFR036W-A,25.7208,24.6202,19.784,13.7686,12.6371,11.4817
YFR037C,48.6415,43.1389,40.2625,52.1614,46.7145,50.9421
YFR038W,9.99521,7.67104,7.60301,8.67637,7.79295,8.45519
YFR039C,9.66039,11.8566,9.79089,12.6606,14.2114,12.9429
YFR040W,13.0476,14.5387,13.5728,15.0365,17.2032,21.7621
YFR041C,17.1714,25.2945,17.0013,20.4408,30.3672,23.1873
YFR042W,11.3816,18.066,13.0972,11.1432,20.0192,14.2146
YFR043C,12.3575,17.8933,12.3049,13.2853,17.8524,16.1875
YFR044C,85.5818,74.6382,73.5415,88.8165,95.1083,76.9814
YFR045W,6.44308,13.5813,12.6385,7.20757,19.8334,13.1615
YFR046C,7.20354,9.19995,7.19453,6.99841,9.59449,8.96561
YFR047C,20.9122,33.6329,24.9849,25.5257,36.3637,35.0621
YFR048W,7.94141,6.72388,7.40617,7.65511,8.14765,9.1135
YFR049W,33.9199,230.829,126.235,33.4743,244.682,136.779
YFR050C,86.7584,87.6638,73.9938,99.6398,107.938,98.3878
YFR051C,51.5567,32.5981,35.9887,55.9573,36.1982,46.7611
YFR052C-A,8.12213,279.535,158.891,4.3627,147.856,456.892
YFR052W,58.3204,49.2044,43.734,68.7339,60.1563,60.7006
YFR053C,6.66893,300.293,199.363,4.43334,228.863,716.694
YFR054C,0.226412,0.515338,0.144186,0.385167,0.719648,0.857688
YFR055W,93.6134,20.6794,30.9452,114.874,11.7123,114.321
YFR056C,22.9566,6.47725,9.02232,34.4646,6.3603,30.3594
YFR057W,0.233535,0.0595337,0.0892331,0.14832,0.0266462,0
YGL001C,55.3163,50.0878,44.5068,64.7635,53.4296,63.6074
YGL002W,21.1885,21.8538,19.2015,22.6531,26.0055,21.2359
YGL003C,6.85145,9.79481,8.22295,6.4785,9.75728,10.643
YGL004C,8.08766,8.11502,6.69865,8.48443,10.5257,8.42702
YGL005C,19.9059,32.2956,18.3855,17.7764,27.9942,19.232
YGL006W,3.99397,11.0621,6.75796,9.99461,12.1942,11.8102
YGL006W-A,0.582786,0.668547,0.519589,0.647729,1.26341,1.00241
YGL007C-A,0.892265,1.1373,1.51525,1.77088,1.01807,0.852626
YGL007W,2.21049,3.60478,3.02242,3.25166,1.66907,2.60929
YGL008C,574.464,418.082,377.6,827.264,443.816,537.945
YGL009C,202.994,193.502,145.53,290.505,304.732,131.194
YGL010W,5.72107,10.3425,7.45337,7.30259,12.0315,10.639
YGL011C,123.757,101.788,89.0827,131.364,122.346,118.51
YGL012W,31.7253,29.6782,27.8794,40.2251,26.9231,41.9454
YGL013C,8.28056,8.56129,7.30045,9.41294,9.47976,9.32742
YGL014C-A,0,0,0,0,0,0
YGL014W,27.7737,20.1363,21.6378,25.7356,15.3791,23.1733
YGL015C,0.846401,1.07884,0.654515,1.00791,0.448379,0.563271
YGL016W,8.8249,4.44666,5.22774,10.1405,4.55326,5.66255
YGL017W,8.92935,7.23097,6.76195,9.53913,7.64125,8.30543
YGL018C,16.5164,24.8459,21.7155,16.3355,26.0298,22.1204
YGL019W,55.8215,52.6178,46.8181,54.2902,52.2391,51.6177
