Systematic Name,TPM Glucose,TPM YEP,TPM Galactose,TPM Glucose_2,TPM YEP_2,TPM Galactose_2
Q0010,0.0622012,0,0.118834,0,0.0354856,0
Q0017,0,0,0,0,0,0
Q0032,0,0,0.147128,0,0,0
Q0045,0.0422204,0.635963,0.478033,0.0475825,0.233971,0.216703
Q0050,0.175387,1.37841,0.866002,0.111992,0.908924,0.484686
Q0055,0.0992339,1.15607,0.676601,0.122232,0.656914,0.439259
Q0060,0,0.082815,0.0157627,0.00991584,0.0591156,0.0465924
Q0065,0.0131308,0.137584,0.0506002,0.0179362,0.0326383,0.0353188
Q0070,0,0,0.00787409,0,0.0122725,0
Q0075,0.0146025,0.0465317,0.0371973,0,0.0583149,0.0209307
Q0080,0,0,0,0,0,0
Q0085,0.0861088,0.329268,0.191928,0.0170901,0.0982496,0.123425
Q0092,0,0,0,0,0,0
Q0105,0.0396461,0.596099,0.440856,0.0839316,0.39829,0.198898
Q0110,0,0.0421975,0,0,0.00834526,0.0126911
Q0115,0.00940934,0.00816066,0.00828716,0,0.00652608,0
Q0120,0,0.0155089,0.0485128,0,0.0115519,0.0186924
Q0130,0.248805,4.91553,5.54561,0.790087,6.3874,3.20964
Q0140,0.624132,0.291586,0.404675,0.252238,0.188513,0.209492
Q0142,0,0,0,0,0,0
Q0143,0,0,0,0,0,0
Q0144,0,0,0,0,0,0
Q0160,0.0489144,0.296149,0.249201,0.0776645,0.209291,0.122696
Q0182,0,0.0729682,0.10937,0,0.0653186,0
Q0250,0.0224226,0.643056,0.528336,0.0712037,0.575641,0.224978
Q0255,0,0.0132991,0.0465116,0,0.0476194,0.00747767
Q0275,0,0.509621,0.430893,0,0.456195,0.308587
Q0297,0,0.158566,0,0,0.141942,0.0594379
YAL001C,4.60891,5.53022,4.66821,5.10137,7.10176,6.99071
YAL002W,4.35756,5.06575,4.22807,4.39467,6.19672,5.96367
YAL003W,1592.76,832.488,899.88,1724.62,806.9,1013.47
YAL004W,0,0,0,0,0,0
YAL005C,64.8231,245,136.483,128.706,315.021,276.544
YAL007C,69.7651,57.7355,57.4108,83.921,63.9267,71.9642
YAL008W,12.2569,37.7553,20.9134,11.6472,45.7163,32.0981
YAL009W,12.5934,14.4329,11.9269,13.0397,14.9339,15.4127
YAL010C,6.59304,7.78979,6.5825,7.83538,8.93311,9.7135
YAL011W,6.80017,9.62854,7.87548,5.85194,9.93981,9.19044
YAL012W,209.861,109.912,130.73,241.423,87.6549,139.297
YAL013W,18.4791,19.2525,18.0723,17.4085,19.0315,19.2586
YAL014C,28.2041,22.6504,19.9195,28.5813,22.8072,25.6445
YAL015C,9.61785,14.6092,9.92576,10.0196,17.2127,12.4327
YAL016C-A,18.066,18.7899,20.3712,29.4257,33.2716,39.5043
YAL016C-B,16.6344,93.0554,56.4973,26.4115,68.5379,47.6861
YAL016W,31.713,33.0393,29.2339,35.4908,39.7137,42.7662
YAL017W,3.16465,6.32812,4.47101,3.94536,8.42026,6.93755
YAL018C,0.421006,0.959729,0.752767,0.218535,0.609695,0.4758
YAL019W,16.8751,7.85326,9.83734,17.6273,7.80317,11.4888
YAL019W-A,1.07806,0.632484,0.6481,1.05149,0.572588,1.02043
YAL020C,10.6493,10.0288,9.63318,11.6311,8.82194,9.98175
YAL021C,25.4435,21.8795,20.0669,26.1463,20.9608,24.7553
YAL022C,13.9635,10.3622,10.7439,13.8492,11.3318,13.0689
YAL023C,51.542,34.6103,35.643,55.8679,32.612,46.2071
YAL024C,3.04567,2.5521,2.56814,2.94527,2.78687,2.63415
YAL025C,116.284,61.3739,70.9659,95.0425,54.0643,59.5577
YAL026C,4.91473,5.71542,4.81717,5.96507,6.57058,7.40681
YAL026C-A,7.67665,8.60469,7.61055,6.28244,6.41224,7.68929
YAL027W,9.74068,13.7605,10.0716,11.3372,15.9415,13.9107
YAL028W,1.82857,1.34105,1.06501,2.51672,1.87146,2.75272
YAL029C,12.2233,9.68938,10.176,11.9511,8.86173,13.4741
YAL030W,45.3934,61.817,47.2223,41.8475,74.4848,56.0577
YAL031C,4.12758,5.32528,4.60137,4.72697,6.52879,6.53187
YAL031W-A,5.35002,9.3323,6.01918,4.79571,7.14987,8.90411
YAL032C,8.01042,11.2827,9.35375,7.04336,11.1598,10.5073
YAL033W,32.4766,21.6833,25.3181,30.5139,17.4519,25.0866
YAL034C,6.93751,9.42444,6.78203,7.04389,8.9433,12.1683
YAL034C-B,5.04693,4.72167,4.36822,4.16734,4.35144,3.536
YAL034W-A,7.31586,11.6795,8.51605,6.94151,11.6198,9.71866
YAL035W,78.3997,58.9532,60.2684,81.8968,61.7318,69.5652
YAL036C,63.7026,34.1153,40.0543,59.1665,30.7846,42.059
YAL037C-A,1.39117,0.443302,0.177187,0.883538,0.158731,0.199404
YAL037C-B,1031.67,258.978,299.594,658.115,124.061,243.908
YAL037W,2.62897,2.5198,2.1356,3.25389,2.68078,1.83963
YAL038W,1545.34,388.933,505.813,2000.31,368.915,692.763
YAL039C,31.8628,122.348,89.6257,28.9089,124.822,86.6395
YAL040C,22.9556,10.6969,27.8995,26.9584,8.07946,33.5084
YAL041W,10.6496,6.17888,6.71981,10.5552,6.57051,8.44456
YAL042C-A,11.997,15.9405,12.0984,18.4414,17.2478,16.6103
YAL042W,54.5044,57.6352,49.8035,58.5973,55.2089,57.4511
YAL043C,13.3713,13.6679,12.8976,13.632,15.1854,16.1489
YAL044C,58.9176,80.652,48.4484,47.9422,100.373,38.9492
YAL044W-A,45.4559,77.7885,50.3204,37.7044,67.3133,56.7198
YAL045C,10.6424,14.0261,13.6551,9.92981,13.7145,11.0529
YAL046C,42.8112,82.5004,59.2481,41.9501,85.0888,42.2984
YAL047C,5.60385,5.44002,4.68513,5.71293,6.32844,6.76494
YAL047W-A,0.229839,0.13871,0.0713025,0,0.0772131,0.0811121
YAL048C,4.1481,4.73979,5.04226,5.02207,6.18381,8.51248
YAL049C,33.1964,56.4561,35.9768,33.6644,61.9636,42.5338
YAL051W,4.94387,5.57851,4.62673,6.37052,6.35787,6.77676
YAL053W,20.541,40.9159,21.4568,33.8337,39.405,30.3302
YAL054C,2.35953,41.6975,3.63481,2.52723,86.6619,3.74577
YAL055W,8.63708,18.0765,12.2456,9.45282,21.3927,14.8
YAL056C-A,5.62377,4.73645,4.91705,3.05158,4.27425,3.97301
YAL056W,8.14916,10.9827,9.38278,9.29154,12.9317,13.6262
YAL058W,6.84087,6.82694,6.01741,7.9381,6.85599,7.93585
YAL059C-A,1.58378,0,0.700086,4.2901,0.734025,0
YAL059W,102.016,44.8837,55.1715,70.8727,30.6269,42.1688
YAL060W,26.7293,112.41,77.6947,33.7041,114.946,138.511
YAL061W,3.63463,8.3758,4.37635,3.83137,13.1279,6.31379
YAL062W,3.11807,23.8392,8.13577,3.48101,20.8089,13.5709
YAL063C,2.08127,4.59115,3.16528,2.44023,5.39554,4.36725
YAL063C-A,5.89134,4.8589,5.9587,5.31898,4.54722,7.45096
YAL064C-A,3.055,6.12936,4.81898,3.21327,6.35883,6.42186
YAL064W,2.07494,2.25582,1.01047,1.45346,1.32301,2.27434
YAL064W-B,1.07074,2.41383,1.65132,1.27575,3.34248,2.72179
YAL065C,3.32383,4.45741,3.0098,2.89607,5.34196,3.0248
YAL066W,0.0995219,0.0634262,0.126757,0,0.283885,0
YAL067C,2.17918,6.70229,3.675,2.54375,6.46471,2.31952
YAL067W-A,0.295916,0,0,0.522543,0,0
YAL068C,0,0.744339,0.240936,0.333162,0.358188,0.445676
YAL068W-A,0,0.650954,0.216821,0.540586,0.485592,0
YAL069W,1.5221,1.30106,1.15106,0.906276,0.563011,0.681787
YAR002C-A,109.393,116.07,92.3098,118.235,116.976,111.46
YAR002W,27.6444,16.714,18.7426,28.7677,17.697,20.7453
YAR003W,13.1022,7.49719,7.52144,11.8742,9.10234,10.0464
YAR007C,22.3862,23.2797,19.2525,23.3307,24.7856,20.1001
YAR008W,18.4399,17.9519,15.5897,16.6649,16.0244,12.8012
YAR009C,60.3131,17.065,13.9492,26.1857,10.4974,18.1207
YAR010C,3.93525,2.09E-07,7.10E-05,14.4621,1.16602,7.33723
YAR014C,18.674,12.0998,11.9893,16.1779,14.0848,12.6847
YAR015W,76.6332,42.9939,32.5348,53.1828,43.6295,30.866
YAR018C,12.2274,11.2909,9.88849,8.70635,14.5855,9.40371
YAR019C,3.07268,2.87347,2.49928,3.135,3.33854,3.55491
YAR019W-A,1.41452,0.751543,0.322545,1.19077,0.716194,0.614852
YAR020C,1.34799,1.42332,1.12798,1.58958,2.37246,1.71096
YAR023C,4.87409,4.9107,4.63312,5.03598,5.27506,5.98462
YAR027W,27.2698,35.0859,22.8018,49.181,45.2487,36.2654
YAR028W,14.6842,8.79406,8.45849,23.2955,9.65424,10.4181
YAR029W,16.0317,6.63218,8.06008,13.1738,6.41826,9.2723
YAR030C,2.85744,1.61873,1.7186,3.08764,0.996209,2.21853
YAR031W,5.1402,2.59426,2.62212,5.72467,2.53037,3.07035
YAR033W,10.8173,8.80118,6.86628,12.3505,9.02365,11.063
YAR035C-A,0.319453,1.01795,0.406874,0.253608,1.27573,0
YAR035W,0.954037,12.6153,3.01594,0.986246,23.0005,3.31048
YAR042W,8.66851,9.59369,9.42351,11.1291,12.5486,16.2128
YAR047C,0,0,0,0,0,0
YAR050W,0.515997,1.89984,1.14976,0.682654,1.95921,1.42672
YAR053W,11.5125,8.52492,8.23919,12.012,8.50692,10.2938
YAR060C,3.25506,6.27597,3.9884,2.97666,5.33595,5.61063
YAR061W,11.6441,20.9433,18.6206,12.3254,23.7668,21.8826
YAR062W,1.20911,1.49913,1.36581,1.02836,2.22095,1.3565
YAR064W,5.73296,8.97159,7.52848,5.68862,7.98444,5.96096
YAR066W,0,0,0,0,0,0
YAR068W,4.09456,6.05332,5.66019,3.45429,6.3338,6.84524
YAR069C,1.46254,0.573594,0.501516,0.625199,0.385096,0.846602
YAR070C,0,0,0,0,0,0
YAR071W,132.837,11.2154,35.8596,143.591,9.61373,14.1909
YAR073W,0.462208,0.916429,0.686448,0.864657,1.60928,1.32832
YAR075W,0,0,0,0.0420324,0,0
YBL001C,154.113,293.015,178.9,149.158,297.519,242.921
YBL002W,628.41,487.429,592.576,633.875,413.472,602.913
YBL003C,525.571,425.102,602.984,560.048,337.62,628.367
YBL004W,14.3498,9.14526,10.5193,12.9405,6.6614,11.3444
YBL005W,8.46225,6.1511,4.93992,7.31892,6.28136,6.73859
YBL005W-A,3.01176,0.0150777,0.8655,7.34014,1.03532,3.47203
YBL005W-B,23.1459,8.55776,6.95801,23.5427,7.84006,11.3855
YBL006C,41.0172,40.3436,37.8912,40.5202,35.7695,43.8397
YBL006W-A,0,0,0,0,0,0
YBL007C,17.8168,17.9076,16.534,22.2897,22.8487,28.1324
YBL008W,7.34101,6.00818,6.40787,6.98034,6.18127,6.56261
YBL008W-A,0,1.21654,0.945481,0.505137,0.968,0.760025
YBL009W,16.6334,14.2603,13.5689,15.7838,13.5106,15.095
YBL010C,10.2879,11.3374,9.66616,8.83255,12.2387,8.99302
YBL011W,13.5434,16.1672,13.4284,15.4281,18.5018,18.8468
YBL012C,5.08595,6.70999,4.97822,8.06623,10.3426,10.9159
YBL013W,0.970023,1.22838,0.770168,0.940103,1.78236,1.37234
YBL014C,7.8164,4.13258,5.60239,7.29143,4.23539,5.91267
YBL015W,7.281,107.873,40.3027,9.40665,174.101,37.1024
YBL016W,39.2531,25.7167,23.6445,33.6749,27.1333,26.4623
YBL017C,9.51971,10.2213,8.93467,10.7035,10.1984,11.7423
YBL018C,40.496,27.2875,29.8902,35.6035,21.3155,23.2847
YBL019W,4.38428,6.86323,5.4412,5.566,8.55961,7.69789
YBL020W,14.0676,15.5521,14.4372,14.9749,15.0389,16.8413
YBL021C,19.71,46.7347,36.4005,22.9094,41.0856,37.5601
YBL022C,16.5065,25.1225,21.3968,19.1624,36.1332,27.7738
YBL023C,9.37834,7.916,7.14991,9.67043,9.49377,8.76057
YBL024W,58.8755,33.2366,37.823,53.1569,29.7365,37.6032
YBL025W,16.6344,15.3447,13.4245,16.2197,16.7854,15.7164
YBL026W,219.113,229.207,194.339,208.909,219.399,184.936
YBL027W,1871.6,969.7,1134.31,1821.88,823.387,1156.94
YBL028C,322.353,136.34,170.238,247.809,104.53,122.303
YBL029C-A,38.5694,65.4188,56.042,52.2277,77.3612,91.7608
YBL029W,6.46892,6.59979,5.61684,6.68918,6.64445,6.06791
YBL030C,162.471,695.042,654.285,182.029,777.519,633.997
YBL031W,8.76933,5.92332,5.23061,7.97912,5.72512,5.59879
YBL032W,43.8576,32.6917,35.0954,46.2041,34.1572,48.3943
YBL033C,16.9442,52.093,35.9302,20.052,49.7509,40.8672
YBL034C,2.94756,3.17684,2.53615,3.07451,3.128,2.84354
YBL035C,9.93525,9.26174,8.40491,9.0316,8.53059,7.98595
YBL036C,50.0118,33.5914,33.1091,50.3889,34.1883,32.9128
YBL037W,5.50271,8.97353,7.43488,5.9912,11.3605,8.71897
YBL038W,28.1896,70.0543,62.2059,25.5791,92.7309,61.6073
YBL039C,108.625,50.7191,60.9415,101.856,42.4608,60.3502
YBL039C-A,0,0,0,0,0,0
YBL039W-B,1474.91,3471.32,1721.99,1273.62,3565.02,2345.89
YBL040C,51.9935,52.6266,38.952,58.4664,60.7513,48.7133
YBL041W,111.379,107.899,91.5499,125.657,123.601,113.573
YBL042C,33.4705,31.433,40.6423,35.9814,26.3528,40.6149
YBL043W,3.10943,58.6186,57.162,9.16633,60.3133,61.2595
YBL044W,0.272376,0.303778,0.260185,0.324351,0.116542,0.146405
YBL045C,49.7918,233.425,198.402,48.5021,301.905,143.996
YBL046W,11.0316,9.55375,8.84259,10.9427,9.56892,8.90853
YBL047C,16.7308,19.9744,16.8626,19.737,22.9896,26.6482
YBL048W,10.3114,27.712,10.2835,11.5068,25.8058,14.2222
YBL049W,9.83929,38.0744,10.974,11.2206,36.5329,19.2459
YBL050W,41.0499,42.028,35.0048,44.5473,52.985,49.3684
YBL051C,19.6757,14.0731,13.8056,21.7334,12.1294,16.4802
YBL052C,7.21493,5.15305,5.26333,7.21081,6.09265,6.98129
YBL053W,12.9972,10.5158,10.5034,8.56055,7.35961,8.25456
YBL054W,44.0109,27.6949,31.5846,35.7617,19.2676,28.6189
YBL055C,24.3035,16.116,16.6771,24.6297,14.9263,18.407
YBL056W,49.2228,45.5713,39.4851,51.18,54.7625,56.5022
YBL057C,41.4704,33.3866,30.5843,44.7757,30.5949,33.0326
YBL058W,45.4541,39.6504,36.7937,49.354,52.4774,48.8302
YBL059C-A,50.4662,137.879,114.694,41.9008,174.211,98.1268
YBL059W,8.60383,20.501,13.841,7.92635,21.2089,13.4138
YBL060W,6.18408,6.08017,5.03968,5.67228,6.81715,4.96818
YBL061C,16.1206,8.62541,9.03642,15.1945,9.60978,9.48573
YBL062W,28.9273,20.9353,17.7426,14.5172,14.0184,11.5211
YBL063W,3.65555,3.29346,2.96475,3.69266,3.91378,4.19706
YBL064C,7.41741,88.9065,32.0745,8.78207,132.761,53.6633
YBL065W,1.32989,1.80938,1.91374,1.3215,3.66776,1.85779
YBL066C,2.53744,7.19221,6.24354,2.87152,8.23815,5.11492
YBL067C,13.2824,16.0875,12.9673,14.0861,20.2915,18.4638
YBL068W,49.7994,35.6753,35.9155,46.8348,33.2329,32.1409
YBL068W-A,43.9606,24.0041,23.5404,30.2523,14.6804,19.8766
YBL069W,16.4903,9.26189,9.70052,23.0513,10.3896,12.0969
YBL070C,10.8301,6.80469,5.81596,18.356,9.76083,11.7686
YBL071C,54.737,31.9668,32.1328,41.8746,22.4269,29.6714
YBL071C-B,0.522741,0.249861,0.915466,1.34873,0.372778,0.655618
YBL071W-A,119.952,80.3339,73.5642,110.341,63.3712,70.602
YBL072C,2069.8,1151.2,1244.76,2016.46,951.029,1326.28
YBL073W,2.22837,2.81659,2.07462,1.38625,3.93065,3.27292
YBL074C,2.76647,2.86195,2.46074,3.37422,4.03649,3.31731
YBL075C,3.95222,5.2657,3.67065,3.74655,4.92622,4.20421
YBL076C,82.5573,49.2113,56.0928,107.385,49.9474,83.5582
YBL077W,86.5532,52.1546,57.1055,43.9514,22.034,39.2798
YBL078C,13.1596,49.3782,16.7138,20.014,58.1623,28.6647
YBL079W,12.7556,10.5096,10.9697,11.9743,9.20153,11.9234
YBL080C,3.30823,8.25681,6.7132,3.13741,12.3034,8.1381
YBL081W,39.4481,17.5837,23.3592,30.0506,9.57841,14.418
YBL082C,14.7042,13.601,11.8207,15.5489,13.3228,15.1083
YBL083C,14.218,13.5155,11.6827,11.1614,9.13214,11.9744
YBL084C,5.17241,4.16368,4.63079,5.90908,4.19007,5.94435
YBL085W,11.2387,5.98419,10.4808,13.623,6.45971,13.4925
YBL086C,7.29474,6.75422,6.58731,8.72457,8.02729,11.3514
YBL087C,971.171,437.953,578.311,976.893,355.851,553.609
YBL088C,2.05646,3.43013,2.59608,2.26128,3.67562,3.08246
YBL089W,6.14036,6.21324,5.4402,7.58575,6.21946,7.9907
YBL090W,37.7931,104.682,82.4615,35.0376,132.297,72.7941
YBL091C,53.2749,40.3092,39.2783,56.1841,45.1484,49.2618
YBL091C-A,12.1964,16.1601,12.6067,12.9198,17.6594,17.721
YBL092W,3356.52,1696.05,2046.32,3357.65,1441.19,2252.78
YBL093C,50.9495,33.4416,34.1484,50.2521,28.1363,43.7944
YBL094C,7.96825,18.0594,10.8534,8.36332,19.4103,11.8483
YBL095W,7.69258,13.4251,8.1572,8.47047,15.451,8.57376
YBL096C,4.39784,5.54555,6.17599,6.6172,8.50731,6.27522
YBL097W,2.55532,1.8815,2.06967,2.50131,2.22208,2.43142
YBL098W,13.4644,11.3888,11.825,13.4361,15.5222,11.9061
YBL099W,100.214,343.562,285.517,90.3524,389.026,323.398
YBL100C,53.7374,242.806,205.828,91.8783,406.892,330.89
YBL100W-A,0,0.292868,0,1.61E-05,0,0.000166192
YBL100W-B,2.59174,1.62699,1.47519,3.14487,2.03442,2.17284
YBL100W-C,1.4016,1.78651,1.57918,1.54067,2.9524,3.94073
YBL101C,3.17843,5.32121,3.51625,3.74613,6.64871,5.22169
YBL102W,29.2964,34.1244,29.6716,29.9593,37.1883,40.549
YBL103C,9.03227,9.64109,8.66979,10.4234,10.5648,10.6176
YBL104C,5.53535,5.08533,4.7646,5.90817,5.73799,6.20784
YBL105C,10.8848,11.6221,10.0545,11.3681,11.9556,12.3282
YBL106C,3.59032,3.86558,3.26508,3.23177,2.97412,4.05135
YBL107C,36.8666,49.0522,42.0759,33.3812,57.1669,43.1882
YBL107W-A,1.63137,2.30774,1.36283,0.900819,1.20955,2.17376
YBL108C-A,0,1.49312,0,0,1.12367,0
YBL108W,0,0,0.0648755,0,0,0.0791216
YBL109W,0.915748,1.22931,0.522521,0.355667,0.607547,0.635715
YBL111C,1.50873,3.82604,3.22238,3.16272,4.31717,5.66892
YBL112C,21.5864,25.194,27.6745,30.1951,32.8927,40.2915
YBL113C,8.57468,12.2368,10.0935,8.40234,11.6019,12.9444
YBL113W-A,13.3712,15.9773,16.6532,14.1903,14.7678,17.9381
YBR001C,3.95788,9.55614,8.8636,4.34767,11.358,10.1678
YBR002C,34.5262,17.192,23.739,32.2893,17.262,26.838
YBR003W,13.1877,25.8308,22.5169,14.8985,36.6972,28.1153
YBR004C,16.6936,15.037,15.1724,22.1794,13.8353,20.8152
YBR005W,28.5862,30.9515,15.9801,71.3211,35.7891,21.7489
YBR006W,3.66982,10.4149,4.69916,5.48314,15.8285,8.10181
YBR007C,7.42398,4.69891,4.78457,7.15744,4.4533,5.74956
YBR008C,9.30679,8.90819,6.85851,10.1942,8.94971,9.50601
YBR009C,1238.53,1442.97,1473.18,1323.57,1285.08,1603.8
YBR010W,915.252,1093.93,1157.86,942.523,914.587,1407.2
YBR011C,451.276,338.977,311.935,441.299,339.461,347.096
YBR012C,0,0,0,0,0,0
YBR012W-A,0,0.0815867,0,0,0,0
YBR012W-B,0.0458429,0.018533,0.0282079,0.0515015,0.0744195,0.0603361
YBR013C,0,0,0,0,0,0
YBR014C,26.2342,48.2157,26.5062,30.3152,47.9509,39.1021
YBR015C,37.9003,36.9946,33.518,38.8776,34.7433,37.8758
YBR016W,86.3352,143.304,96.9293,102.909,165.327,131.194
YBR017C,22.8445,13.0302,12.2885,24.2714,13.6912,15.045
YBR018C,0.968234,2.63817,1652.61,1.26997,1.40095,2516.22
YBR019C,2.28315,3.69133,1021.49,2.14405,2.72417,1639.12
YBR020W,3.70309,6.31289,2239.61,3.01277,4.08891,3260.78
YBR021W,8.06457,12.1408,25.344,8.54834,10.4268,18.1571
YBR022W,22.9966,29.9157,25.3442,22.7122,37.1961,22.3841
YBR023C,14.6335,12.9035,9.90739,16.4357,14.6263,10.6803
YBR024W,6.90493,16.9105,12.6478,7.1912,22.1024,15.3943
YBR025C,288.581,124.116,163.776,315.383,130.4,183.879
YBR026C,20.4536,72.1645,32.1021,22.524,99.498,47.5254
YBR027C,4.95671,4.28333,5.72463,4.00174,4.40943,3.91364
YBR028C,19.097,17.5635,17.8859,16.8347,21.9425,19.8171
YBR029C,35.5547,56.6277,39.3551,33.8389,51.6052,44.67
YBR030W,15.5167,12.3458,11.6239,13.3386,11.9941,12.8559
YBR031W,899.71,585.621,595.848,882.601,499.728,678.643
YBR032W,2.60844,1.99486,1.52824,3.23044,1.42858,2.39285
YBR033W,1.79456,4.6035,7.96147,2.18873,6.07982,15.491
YBR034C,144.716,111.446,113.327,123.052,103.317,118.959
YBR035C,59.7993,74.0464,53.052,56.4912,77.6603,60.8541
YBR036C,40.3234,65.5565,44.3697,49.738,65.7917,62.0294
YBR037C,9.21525,29.1904,22.3237,8.44579,41.9124,25.0967
YBR038W,12.4371,10.2027,10.3013,13.3756,13.9785,13.3155
YBR039W,72.8416,249.279,224.178,74.8829,324.667,246.102
YBR040W,0.234251,0.160774,0.195078,0.300409,0.205599,0.116227
YBR041W,10.7333,10.3619,9.26965,13.6593,12.0652,13.0602
YBR042C,17.8708,10.9424,12.306,21.5036,11.5115,16.2151
YBR043C,9.29117,11.4067,6.79265,8.41896,12.3108,7.88465
YBR044C,6.79657,15.2754,12.637,7.17645,21.2132,14.0951
YBR045C,1.59029,2.54798,1.21624,1.22121,2.35717,0.969305
YBR046C,5.48214,47.2065,14.9822,6.77695,53.5703,18.6007
YBR047W,3.26226,35.1316,14.1412,3.35504,31.089,27.1793
YBR048W,1458.38,636.922,783.942,1425.01,547.177,863.101
YBR049C,14.0342,13.6485,13.7844,14.272,15.5676,16.3026
YBR050C,0.995388,10.49,8.05813,0.746508,19.7543,11.1623
YBR051W,1.01754,7.37647,8.45071,0.901349,16.4014,11.2233
YBR052C,40.1529,72.5197,65.7684,43.2564,104.114,103.2
YBR053C,7.41981,22.3122,12.5973,8.46396,33.1981,23.0569
YBR054W,3.86926,23.4262,5.265,21.9341,32.2143,13.3669
YBR055C,9.22739,7.05161,7.94832,9.43998,7.39564,9.68424
YBR056C-B,0,0,0,0,0,0
YBR056W,9.75945,17.0749,10.9401,16.3626,28.4672,23.9179
YBR056W-A,304.039,182.898,89.8821,870.711,157.685,100.731
YBR057C,20.3469,18.2168,18.1495,19.7179,21.8308,22.8489
YBR058C,16.341,11.8602,11.8246,17.4946,13.7334,15.5366
YBR058C-A,246.83,169.16,173.667,224.36,146.467,176.753
YBR059C,7.29501,6.3936,6.17154,8.2156,7.17233,10.0293
YBR060C,12.5537,9.91016,9.33025,12.1436,11.0978,12.0419
YBR061C,42.211,27.2077,31.3067,38.2239,26.8614,34.7404
YBR062C,17.8429,29.6065,18.1534,22.2917,34.5731,25.0403
YBR063C,7.0357,5.62167,5.30612,4.96498,4.6653,5.56657
YBR064W,5.05173,2.89121,3.71772,5.10293,2.48522,3.67345
YBR065C,6.63841,3.94268,4.4524,7.63607,5.6405,7.06558
YBR066C,11.6815,7.27436,6.46879,17.2742,7.57925,11.8777
YBR067C,130.689,1024.88,217.885,120.018,905.912,277.373
YBR068C,73.5522,110.926,85.9701,108.708,101.962,156.922
YBR069C,42.3308,89.5616,68.7563,46.3453,86.4512,82.6013
YBR070C,14.3888,15.9668,14.8767,15.8579,16.0726,19.1339
YBR071W,44.787,79.856,50.2284,52.5019,90.6878,57.9874
YBR072C-A,0.159726,0,0.203437,0.063402,0.136685,0
YBR072W,1.55476,59.6996,9.79509,3.12983,50.4157,13.5105
YBR073W,14.6114,11.3443,9.94017,14.4207,11.988,10.7604
YBR074W,10.9539,8.97647,8.97868,10.8944,9.14043,10.4954
YBR076C-A,18.9657,20.8009,14.5122,16.5739,16.6073,12.1172
YBR076W,0.846947,1.20982,0.716047,0.869452,1.12464,0.784902
YBR077C,28.0459,29.6835,24.4784,28.0302,30.9288,28.3553
YBR078W,327.417,341.75,272.472,395.656,295.014,341.857
YBR079C,104.989,75.6477,75.6907,115.554,75.3101,90.2752
YBR080C,19.8261,19.0533,15.7322,21.8837,21.8827,23.2029
YBR081C,5.91009,5.79121,5.67253,6.02286,7.06412,6.99549
YBR082C,435.204,222.565,273.338,472.127,237.542,300.727
YBR083W,17.57,19.9253,24.242,14.918,31.7003,25.4735
YBR084C-A,1364.18,737.943,845.075,1385.47,625.667,890.75
YBR084W,40.2584,24.8022,31.7399,45.3252,19.356,34.7383
YBR085C-A,201.11,1259.77,251.556,355.589,1315.41,400.235
YBR085W,6.61654,0.951819,1.37136,7.66543,0.852035,1.73
YBR086C,25.1078,25.1792,17.7133,31.0179,26.2023,29.8616
YBR087W,29.4533,21.4697,21.2117,30.7786,22.6179,26.132
YBR088C,52.3896,47.1922,45.6077,40.6198,37.254,42.878
YBR089C-A,187.805,319.4,199.523,175.25,285.231,250.828
YBR089W,30.3164,27.7402,33.3051,35.5722,32.412,34.1526
YBR090C,27.004,50.9417,32.3419,30.9458,45.5714,38.0551
YBR091C,39.499,48.6534,42.5601,37.5474,40.8155,39.1156
YBR092C,63.0557,29.806,22.384,57.7912,29.0582,24.7299
YBR093C,138.301,38.1979,59.1021,84.948,23.7863,26.3593
YBR094W,12.6646,10.4186,9.03819,11.0798,11.6012,11.2799
YBR095C,10.8938,13.2859,11.5748,10.7874,14.1988,13.1344
YBR096W,32.0174,33.0458,28.3883,38.5267,39.1452,45.5137
YBR097W,2.29333,2.85024,2.26745,2.74813,3.52652,3.03687
YBR098W,3.51738,4.08859,3.15544,3.22946,4.99046,3.6059
YBR099C,4.18221,3.63394,2.18999,2.43219,2.46255,3.13349
YBR101C,63.347,60.106,58.6478,75.0799,64.2062,57.7047
YBR102C,9.6273,8.83126,8.31039,10.0394,10.2087,11.2665
YBR103C-A,0.718769,0.0572598,0.17165,0.213982,0.153771,0.128782
YBR103W,9.1081,12.4633,9.12134,8.51734,12.8974,11.8743
YBR104W,40.7917,15.0369,16.1736,37.703,9.53796,15.4005
YBR105C,9.11336,21.2931,30.4126,9.89866,17.9902,47.0646
YBR106W,448.823,337.701,307.08,479.99,265.868,338.415
YBR107C,11.0631,9.11568,9.35937,11.5757,10.7348,11.4784
YBR108W,3.5925,5.00294,3.59556,4.96791,6.4061,6.06788
YBR109C,247.381,305.391,216.8,233.407,300.616,253.431
YBR109W-A,8.71898,15.9531,12.0006,10.7177,15.8852,38.2987
YBR110W,12.75,20.3495,13.9595,15.262,20.7815,23.3906
YBR111C,55.3299,73.6505,58.2321,69.9708,89.4429,96.0948
YBR111W-A,86.5218,81.2026,80.4057,97.6674,106.629,103.237
YBR112C,24.0898,26.0858,22.4503,25.6155,25.1272,29.9316
YBR113W,13.317,13.1176,11.5326,21.8499,21.8003,23.658
YBR114W,5.60797,4.23169,4.00694,7.26095,4.21531,7.10003
YBR115C,16.2014,10.9643,9.93441,19.1017,11.1158,11.8732
